protein,mean_pearsonr,std_pearsonr,mean_r2,mean_rmse
OLIG2,0.4806293785572052,0.030466292941033254,0.16616761684417725,0.9044607905295144
CD23,0.4689033627510071,0.043538746650857295,0.16356818675994872,0.8566100807856649
Ki67,0.4562072575092316,0.060431249593613456,0.13287781476974486,0.8968198489514364
MSH6,0.449784928560257,0.0577292687882423,0.16550877094268798,0.9008647502617768
MAP2,0.44506130218505857,0.0646876340601983,0.10649802684783935,0.8961774380327714
TOX,0.4361839950084686,0.06210386961912593,0.12373420000076293,0.8101228279360584
MPO,0.41083902716636655,0.10281956951013917,0.030911850929260253,0.8228692231656008
IDH1,0.4091456592082977,0.07399582177763915,0.13226802349090577,0.9299144216650053
PDGFR,0.40123677253723145,0.07180995662892246,0.10336356163024903,0.8473165003797163
Granzyme B,0.3902024894952774,0.11979002050047977,0.04240807294845581,0.8367365838421759
C-KIT,0.38394964337348936,0.08166108533134053,0.10292062759399415,0.8554478195957644
PSD95,0.38002108931541445,0.0706076468634786,0.10212187767028809,0.9242335008979119
CD8,0.34431920647621156,0.11953872565458053,0.0872223973274231,0.8928223030420807
CD14,0.3416127562522888,0.045117905874520685,0.03059200048446655,0.9717490541329419
CD74,0.33269709795713426,0.12827336995659122,0.09243043661117553,0.9457339337946562
CD44,0.31828710436820984,0.1375039766537144,0.06640996932983398,0.9363528751872183
CXCL13,0.31455835700035095,0.06642246184826929,0.0548324465751648,0.9465119313756901
SYNA,0.30302204489707946,0.15831172456836518,-0.11907515525817872,0.9847470048389398
HLA-A,0.3007984757423401,0.02188974934584297,0.037262368202209475,0.9743843271058233
PD-L1,0.2935532987117767,0.061395764209207906,0.04158182144165039,0.9648645043476819
PD-1,0.2782598912715912,0.09075142621583988,0.03181724548339844,0.9506517207150129
synd,0.2771798312664032,0.1354674475154023,-0.15912258625030518,0.9466057293301324
CXCR5,0.27437062859535216,0.0724792324959525,0.032409954071044925,0.9555804230192038
Podoplanin,0.27013698369264605,0.08766627040612521,0.025780892372131346,0.9356675415256499
CD3e,0.2628832072019577,0.0619374906663037,0.034424662590026855,0.9699698287595984
HLA-DR,0.25059052407741544,0.08790235122480745,0.04274919033050537,0.9667822673267894
SIRP,0.24858059138059616,0.13388169334661879,0.007438671588897705,0.9586432242238457
CD16,0.23506226465106012,0.16197199511814409,0.02247779369354248,0.9452470922654536
MGMT,0.2268059104681015,0.060654556586431894,-0.13141241073608398,1.0199576874341278
ICOS,0.224938702955842,0.15735756755602118,-0.04672608375549316,1.000863391582928
CD4,0.22182056903839112,0.055935268819930606,-0.009195971488952636,0.9813769546476886
FIBR,0.21546120941638947,0.06604883444826617,-0.015404200553894043,0.9849414246517026
FOXP3,0.20880649834871293,0.17612711595942956,-0.036467790603637695,0.9966785160018136
CD20,0.1975935146212578,0.07973770285475648,0.006022560596466065,0.959988725677014
CD31,0.17732456028461457,0.10715882604774468,-0.014448368549346923,1.0033970981389995
CD21,0.17500304356217383,0.1596001935462006,-0.1430967092514038,0.9933805633853
CD38,0.17399264872074127,0.05275551168570305,-0.0606726884841919,0.9960542295212566
CD47,0.16656533926725386,0.10410942933715904,-0.04702495336532593,0.9933220586664147
Granzyme K,0.16239802688360214,0.0744462083758812,-0.14312889575958251,0.9874198357489901
CD45,0.1546572618186474,0.07046859550726846,-0.019115936756134034,0.9978270449890682
SMA,0.11260956078767777,0.09417961529313815,-0.031597232818603514,1.0112123284273289
Vimentin,-0.0061860959976911545,0.15633229616502944,-0.19152798652648925,1.0704072783460714
CD68,-0.035374343022704126,0.1127771244685613,-0.058760762214660645,1.0088243927837
GFAP,-0.04496461898088455,0.24408196920457448,-0.5141982078552246,1.1723715700927424
