mean_pearsonr,mean_pearsonr_std,mean_r2,mean_rmse,mean_svd_explained_var,n_svd_components,median_epochs
0.3055958235509355,0.14647693723101435,0.055259378660808905,0.9259105325279383,0.059804465621709824,128,34
