mean_pearsonr,mean_pearsonr_std,mean_r2,mean_rmse,mean_svd_explained_var,n_svd_components,median_epochs
0.3665192068834916,0.11686050547547264,0.09372231472622267,0.9047864814884203,0.059804465621709824,128,105
