mean_pearsonr,mean_pearsonr_std,mean_r2,mean_rmse,mean_svd_explained_var,n_svd_components,median_epochs
0.3579699793237854,0.11364973939290852,0.08400749862194062,0.9120861716546785,0.11432766616344452,300,107
