protein,mean_pearsonr,std_pearsonr,mean_r2,mean_rmse
MAP2,0.5691783368587494,0.09821800936468003,0.22651898860931396,0.8242660458314935
CD23,0.5423943340778351,0.12549338205856447,0.23105090856552124,0.7978594820337302
PDGFR,0.5412280142307282,0.12908714711092356,0.19128066301345825,0.7763077239265712
TOX,0.5271648705005646,0.10870682420531992,0.2319820523262024,0.7396836919354733
IDH1,0.5180372595787048,0.074287730619941,0.2231817364692688,0.875532834395495
OLIG2,0.514313793182373,0.04765816533155521,0.2490396499633789,0.856364982001544
C-KIT,0.4994466722011566,0.13826847305875448,0.19464296102523804,0.783041872380911
CD74,0.4984501302242279,0.06738542544067101,0.23120789527893065,0.8671328726116387
CD44,0.49757614731788635,0.08264148987114876,0.21465350389480592,0.8564875052277691
Ki67,0.49140727519989014,0.06514154896333228,0.1956578254699707,0.8617866252654697
MSH6,0.4861063778400421,0.07709908232791285,0.20764018297195436,0.8758704453522311
Granzyme B,0.48484625816345217,0.15919142445841256,0.11938188076019288,0.7733900393917056
PSD95,0.48368093371391296,0.11394567489115899,0.17781850099563598,0.8758897329679138
MPO,0.46736865043640136,0.12195770645644204,0.1917487382888794,0.7518929732936633
synd,0.4508522391319275,0.1464903077390452,0.15240554809570311,0.8192712540188618
CD16,0.44900057911872865,0.10671392805105952,0.17892395257949828,0.8614265291405886
CD8,0.4303278744220734,0.14329131346570173,0.11998274326324462,0.8594843916030628
FOXP3,0.39318496733903885,0.1612199428281708,0.10493618249893188,0.9209191827786857
CD14,0.3899469256401062,0.042515326621255,0.1331208348274231,0.9183637940000299
Podoplanin,0.3886506944894791,0.15762490941962806,0.045705974102020264,0.9112583704894062
SIRP,0.3446215569972992,0.13255575254158775,0.074371337890625,0.924813222413911
CXCL13,0.340982723236084,0.0771927228277141,0.07821978330612182,0.9337454332990276
HLA-DR,0.3383195102214813,0.07782476370250561,0.09948137998580933,0.9371711901422067
SYNA,0.32891868203878405,0.21154840026099098,0.04724141359329224,0.9055865362440683
ICOS,0.3283522896468639,0.20251031757403895,0.05449855327606201,0.9456137635581655
PD-L1,0.3156444013118744,0.04323675010023224,0.056505453586578366,0.9578914931245164
HLA-A,0.31236692070961,0.04235692613621329,0.08127752542495728,0.9523758856123858
FIBR,0.31008489429950714,0.07808409042803595,0.056628060340881345,0.9465192584487898
PD-1,0.3062795132398605,0.13097477474381386,0.058491218090057376,0.9320221932660117
CXCR5,0.2952219218015671,0.07579203409977306,0.0666130781173706,0.9380575321381558
CD4,0.29476279616355894,0.07189455184702184,0.06338343620300294,0.9449246987053019
MGMT,0.2872250348329544,0.025920878897605824,-0.0702782392501831,0.9909801915692183
CD3e,0.281642472743988,0.023174124604629,0.033399105072021484,0.969922361149752
CD31,0.2750124469399452,0.13171603589474548,0.041358888149261475,0.9737066707885005
CD38,0.25055529475212096,0.04171800051547952,0.005946731567382813,0.965180845288689
Granzyme K,0.24813121557235718,0.14947257406661307,-0.07100843191146851,0.95060915378771
CD21,0.22757372532505543,0.13360053736966504,-0.02795056104660034,0.9440721923281948
CD45,0.22404060661792755,0.08863445893471401,0.030283522605895997,0.9728525885841431
CD20,0.22071727663278579,0.10263872669045795,0.03370952606201172,0.9438311184087704
GFAP,0.2175528883934021,0.2807214688630241,-0.16607167720794677,1.031659321092874
CD47,0.21170929223299026,0.12348983284336804,0.011066961288452148,0.9632420281220861
SMA,0.19900496453046798,0.09938228277981369,-0.016534268856048584,1.0026779532949888
Vimentin,0.19352395720779897,0.15141882917276359,-0.05204676389694214,1.006934002871301
CD68,0.1514383837580681,0.09181115782567034,0.01431509256362915,0.9699852026054842
