epoch,train_loss,eval_loss,train_pearson,train_spearman,val_pearson,val_spearman,lr
62,0.7636732459068298,0.7102986574172974,0.48340338468551636,0.4086341601706105,,,0.0002980303531488809
63,0.7609509229660034,0.7074811458587646,0.4870198965072632,0.41176265553468705,,,0.00029795404944624355
64,0.7578920722007751,0.7043647766113281,0.4904247224330902,0.4151657186134185,,,0.0002978763061979155
65,0.7549514174461365,0.7016100883483887,0.49316027760505676,0.41806420661934973,,,0.00029779712418677017
66,0.7528231143951416,0.6999589800834656,0.4953986406326294,0.4200628837933071,,,0.00029771650421016966
67,0.7502099275588989,0.6981149911880493,0.49639350175857544,0.4218347655284341,,,0.00029763444707995614
68,0.748288631439209,0.695902943611145,0.4964121878147125,0.4235184598915225,,,0.0002975509536224441
69,0.7459667325019836,0.6950908899307251,0.4984002113342285,0.424664982213508,,,0.0002974660246784117
70,0.7432801723480225,0.692374050617218,0.49968230724334717,0.42660226879088586,,,0.0002973796611030925
71,0.7410938143730164,0.6906211972236633,0.5025511384010315,0.42821966854429455,,,0.00029729186376616665
72,0.7389823198318481,0.6891599893569946,0.5051805973052979,0.4296389056331057,,,0.0002972026335517524
73,0.7371177077293396,0.6867244243621826,0.5057092308998108,0.43119216630368695,,,0.000297111971358397
74,0.7347244024276733,0.6859098672866821,0.5076788663864136,0.4319329789135981,,,0.0002970198780990679
75,0.7325518727302551,0.6837913393974304,0.5077526569366455,0.4331653768309042,,,0.0002969263547011429
76,0.7302899956703186,0.6819223165512085,0.5097710490226746,0.4346115214930413,,,0.0002968314021064018
77,0.7278472185134888,0.680376410484314,0.5132796168327332,0.4361338842042437,,,0.0002967350212710161
78,0.7260622382164001,0.6776376962661743,0.5149816870689392,0.43819899168710497,,,0.0002966372131655398
79,0.7233892679214478,0.6759302020072937,0.5173097252845764,0.43968337943643987,,,0.0002965379787748994
80,0.721698522567749,0.6738770008087158,0.5184274315834045,0.44141994779106,,,0.0002964373190983841
81,0.7203223705291748,0.6717861890792847,0.519737184047699,0.4434061330394074,,,0.00029633523514963555
82,0.7172544598579407,0.670376181602478,0.5236658453941345,0.44543462394604166,,,0.0002962317279566383
83,0.7154253721237183,0.6668968796730042,0.5254912972450256,0.4484832396410663,,,0.0002961267985617086
84,0.7133392691612244,0.6651105880737305,0.52920001745224,0.4507307698160546,,,0.000296020448021484
85,0.7113142609596252,0.6623307466506958,0.5301200747489929,0.45319852908048314,,,0.0002959126774069135
86,0.7089877724647522,0.6603472232818604,0.5326718091964722,0.45538267579156844,,,0.000295803487803246
87,0.7068333029747009,0.6575412154197693,0.535200834274292,0.4581921154471793,,,0.0002956928803100195
88,0.7046902775764465,0.6551108956336975,0.5391908884048462,0.46103089534942204,,,0.00029558085604105026
89,0.7027890086174011,0.6522313952445984,0.5404161810874939,0.4640212480998578,,,0.0002954674161244214
90,0.7001155614852905,0.652184009552002,0.5450381636619568,0.4657038217192735,,,0.00029535256170247167
91,0.6984123587608337,0.6497748494148254,0.5428626537322998,0.4688395179648998,,,0.0002952362939317838
92,0.6979148983955383,0.6504884362220764,0.5527868866920471,0.4708679374866049,,,0.0002951186139831729
93,0.6976487636566162,0.6420150399208069,0.5524149537086487,0.4744765636285742,,,0.00029499952304167486
94,0.6906145215034485,0.6428454518318176,0.5499916076660156,0.476133791011423,,,0.00029487902230653407
95,0.6922092437744141,0.6433885097503662,0.5581753849983215,0.4772257000668325,,,0.0002947571129911916
96,0.690786600112915,0.6366918087005615,0.5590922832489014,0.4801681990225894,,,0.00029463379632327293
97,0.6847121119499207,0.6371648907661438,0.5555922389030457,0.4823215953017108,,,0.00029450907354457547
98,0.6883963942527771,0.6317568421363831,0.5644814968109131,0.4850280120924752,,,0.00029438294591105623
99,0.6806972622871399,0.6324567794799805,0.5674187541007996,0.48659461050451197,,,0.00029425541469281914
100,0.6809593439102173,0.6266351342201233,0.5647448897361755,0.4891091591869252,,,0.0002941264811741021
101,0.6769108772277832,0.6247546672821045,0.565589427947998,0.49077936696126306,,,0.00029399614665326433
102,0.675165057182312,0.624944269657135,0.5718254446983337,0.49216025305033817,,,0.00029386441244277277
103,0.6740224957466125,0.6202293634414673,0.573794960975647,0.49503840480406214,,,0.00029373127986918966
104,0.6699740290641785,0.6185070276260376,0.5727113485336304,0.49744058146562314,,,0.0002935967502731584
105,0.6695335507392883,0.6148245930671692,0.5772095322608948,0.49942165450139825,,,0.0002934608250093907
106,0.6656678915023804,0.6151542067527771,0.579788327217102,0.500564360988368,,,0.00029332350544665237
107,0.6652275323867798,0.6106268167495728,0.5787875056266785,0.5028432978595745,,,0.0002931847929677498
108,0.6607731580734253,0.6089844107627869,0.5799651741981506,0.5048919709856389,,,0.0002930446889695162
109,0.6603792905807495,0.6079015731811523,0.5855884552001953,0.5069305333759812,,,0.0002929031948627973
110,0.658431887626648,0.6047654747962952,0.5866404175758362,0.5089812131336495,,,0.0002927603120724371
111,0.6556322574615479,0.6030597686767578,0.5851470232009888,0.5105450135648513,,,0.00029261604203726374
112,0.6547685265541077,0.60056471824646,0.5887943506240845,0.5120502407862076,,,0.00029247038621007496
113,0.6515570282936096,0.5988886952400208,0.5907285213470459,0.5137452479748709,,,0.00029232334605762324
114,0.6500898599624634,0.5968307256698608,0.590385913848877,0.5159789595910597,,,0.0002921749230606011
115,0.6478301882743835,0.5942331552505493,0.5941864848136902,0.5179228007043944,,,0.00029202511871362694
116,0.644412100315094,0.5925741791725159,0.5959575176239014,0.5194960675921956,,,0.00029187393452522847
117,0.6431350708007812,0.5909217596054077,0.5947616696357727,0.5212772959714944,,,0.00029172137201782897
118,0.641877293586731,0.5885055065155029,0.5994670987129211,0.5230997574896173,,,0.0002915674327277311
119,0.6398601531982422,0.5860733389854431,0.6007065176963806,0.5252366007164704,,,0.00029141211820510186
120,0.6375871896743774,0.5846165418624878,0.6010445952415466,0.5269297316148687,,,0.00029125543001395676
121,0.6360974907875061,0.5828022360801697,0.6041046977043152,0.5283435231641215,,,0.00029109736973214413
122,0.6352077126502991,0.5808006525039673,0.6035804748535156,0.5302795944320704,,,0.00029093793895132924
123,0.6335436105728149,0.5783286094665527,0.6074644923210144,0.5321656018498822,,,0.0002907771392769783
124,0.6312923431396484,0.576370358467102,0.6083950996398926,0.5339670901831952,,,0.0002906149723283422
125,0.6294228434562683,0.5747556686401367,0.6091853976249695,0.535548925910169,,,0.0002904514397384405
126,0.6274245977401733,0.5728452801704407,0.6116934418678284,0.5369936095459648,,,0.00029028654315404437
127,0.6256639361381531,0.5718650817871094,0.6117309927940369,0.5387652131418388,,,0.00029012028423566056
128,0.6245109438896179,0.5700944662094116,0.6159772276878357,0.5401065925990799,,,0.0002899526646575147
129,0.6235784292221069,0.5705134272575378,0.6132729053497314,0.5414310484122944,,,0.000289783686107534
130,0.6227750778198242,0.569530189037323,0.6186414361000061,0.5419558770335259,,,0.0002896133502873305
131,0.6226058602333069,0.5710789561271667,0.6141451597213745,0.5435657172475689,,,0.00028944165891218413
132,0.6215320229530334,0.5679222345352173,0.6217473149299622,0.5444703167316352,,,0.0002892686137110251
133,0.6207143068313599,0.5631798505783081,0.6198471188545227,0.5467204430396516,,,0.00028909421642641666
134,0.6155374050140381,0.5624855160713196,0.6194561123847961,0.5475204918596795,,,0.00028891846881453763
135,0.614050030708313,0.5633940100669861,0.6236094832420349,0.5469473783171037,,,0.0002887413726451643
136,0.6174073219299316,0.5595077872276306,0.6220136284828186,0.5498787406070137,,,0.00028856292970165325
137,0.6118735074996948,0.5569726824760437,0.6248318552970886,0.5512605742080529,,,0.00028838314178092296
138,0.6093489527702332,0.556475818157196,0.6271962523460388,0.5515175360015453,,,0.0002882020106934357
139,0.6096667051315308,0.5554946660995483,0.6247825622558594,0.5530491226240347,,,0.0002880195382631797
140,0.6068876385688782,0.5522359609603882,0.6275672316551208,0.5543865935131851,,,0.0002878357263276501
141,0.6054127812385559,0.5510098338127136,0.6302747130393982,0.5555153163039278,,,0.0002876505767378311
142,0.6044554114341736,0.5518430471420288,0.6287375688552856,0.5566702339413404,,,0.00028746409135817707
143,0.6046400666236877,0.5486711263656616,0.6323312520980835,0.557439752139589,,,0.0002872762720665938
144,0.6034093499183655,0.5471688508987427,0.6319413781166077,0.5588859518798069,,,0.00028708712075441927
145,0.6000433564186096,0.5460973978042603,0.6329894661903381,0.5601489772401429,,,0.0002868966393264052
146,0.5999152660369873,0.5442996621131897,0.6356643438339233,0.5612292132221527,,,0.0002867048297006974
147,0.59820556640625,0.5446997880935669,0.6342860460281372,0.5624111409148392,,,0.00028651169380881675
148,0.597151517868042,0.5414731502532959,0.6374546885490417,0.5635863180352976,,,0.0002863172335956395
149,0.5964305996894836,0.5409326553344727,0.6372503638267517,0.5648189774381783,,,0.00028612145101937784
150,0.594347357749939,0.5387021899223328,0.6391740441322327,0.56594966239983,,,0.00028592434805156013
151,0.592647910118103,0.5374760627746582,0.6396546363830566,0.5669778790595698,,,0.0002857259266770111
152,0.591314435005188,0.5362683534622192,0.6407848000526428,0.5680729215555472,,,0.0002855261888938316
153,0.5896920561790466,0.5349425673484802,0.6422203183174133,0.5691323851940012,,,0.00028532513671337923
154,0.5888909697532654,0.5351468920707703,0.6420975923538208,0.5700558828435872,,,0.00028512277216024694
155,0.5882061719894409,0.5330588817596436,0.644832968711853,0.5709612268407558,,,0.00028491909727224366
156,0.5888837575912476,0.5368090271949768,0.642679750919342,0.5715864775982868,,,0.0002847141141003733
157,0.5887647867202759,0.5356840491294861,0.647515058517456,0.5715897973283923,,,0.00028450782470881397
158,0.5915349721908569,0.5408790707588196,0.6429913640022278,0.5720142772418074,,,0.0002843002311748976
159,0.5912180542945862,0.5332803726196289,0.6494081616401672,0.5735072924856133,,,0.00028409133558908884
160,0.5893599390983582,0.5288426876068115,0.6478111147880554,0.5748732263490324,,,0.00028388114005496387
161,0.5813406705856323,0.5331824421882629,0.6452983021736145,0.5744188444779303,,,0.00028366964668918946
162,0.5854269862174988,0.533332347869873,0.6501761078834534,0.5737169639600788,,,0.00028345685762150134
163,0.5885405540466309,0.5264562368392944,0.6496253609657288,0.5764058100774057,,,0.0002832427749946831
164,0.5792646408081055,0.533662736415863,0.6468806862831116,0.5753790741140911,,,0.0002830274009645444
165,0.5841432809829712,0.5291911363601685,0.6515167951583862,0.5750144141504455,,,0.0002828107376998994
166,0.5830373167991638,0.5236520171165466,0.6518975496292114,0.5773463101177894,,,0.0002825927873825447
167,0.5761907696723938,0.5339764356613159,0.6483358144760132,0.576803935075432,,,0.00028237355220723766
168,0.5840733647346497,0.5231771469116211,0.6538698077201843,0.5782627590566931,,,0.000282153034381674
169,0.5771250128746033,0.5233205556869507,0.6541354656219482,0.5781823872525176,,,0.0002819312361264656
170,0.5771133899688721,0.5274877548217773,0.6507263779640198,0.5788860386572969,,,0.0002817081596751188
171,0.5778589844703674,0.5195767283439636,0.654520571231842,0.5807791972487218,,,0.0002814838072740108
172,0.5720445513725281,0.5207785964012146,0.656439483165741,0.5805222770388399,,,0.00028125818118236766
173,0.5742623805999756,0.5185987949371338,0.6552467346191406,0.5819540677123529,,,0.0002810312836722419
174,0.5710200667381287,0.520332932472229,0.6547923684120178,0.5822177776029877,,,0.0002808031170284886
175,0.5715368986129761,0.5169963836669922,0.6583592295646667,0.5829445558713131,,,0.00028057368354874365
176,0.571181058883667,0.5145511627197266,0.658704936504364,0.5845428748119583,,,0.00028034298554339943
177,0.5681933760643005,0.5192884206771851,0.6565872430801392,0.5844725221812327,,,0.00028011102533558225
178,0.5701044201850891,0.5135334134101868,0.6599341034889221,0.5852198591348844,,,0.00027987780526112914
179,0.5669507384300232,0.5125693678855896,0.6608954668045044,0.5860808495843758,,,0.0002796433276685633
180,0.566433310508728,0.5159815549850464,0.659284770488739,0.5866193433228699,,,0.00027940759491907165
181,0.5668624043464661,0.5101802945137024,0.6618738770484924,0.5878524980232317,,,0.00027917060938648043
182,0.5647375583648682,0.5101945400238037,0.6627830862998962,0.5878893013584379,,,0.00027893237345723114
183,0.5639837980270386,0.5109823346138,0.6615450978279114,0.5887755317593538,,,0.0002786928895303571
184,0.5630893707275391,0.5081211924552917,0.6635498404502869,0.589922706769769,,,0.0002784521600174587
185,0.5606144666671753,0.5073621869087219,0.6652281284332275,0.5904021766801933,,,0.00027821018734267965
186,0.5619453191757202,0.5074717998504639,0.6641700267791748,0.5910055083275693,,,0.00027796697394268175
187,0.5604997873306274,0.5066038966178894,0.6647449135780334,0.5916586029437708,,,0.00027772252226662155
188,0.5585753321647644,0.5048805475234985,0.6665785908699036,0.592453561239213,,,0.00027747683477612455
189,0.5598398447036743,0.504591703414917,0.6665778756141663,0.5932294407764347,,,0.0002772299139452611
190,0.5565879344940186,0.5043700933456421,0.6666353940963745,0.5935516050637993,,,0.00027698176226052123
191,0.5570462346076965,0.5022516846656799,0.6680673956871033,0.5942409292431363,,,0.00027673238222078965
192,0.5557472705841064,0.5018888711929321,0.668347954750061,0.5953189251629991,,,0.0002764817763373207
193,0.5557116270065308,0.5016063451766968,0.6687697768211365,0.5958620540776545,,,0.0002762299471337126
194,0.5544739365577698,0.5001624822616577,0.6696862578392029,0.596097322169073,,,0.0002759768971458828
195,0.554721474647522,0.5002111196517944,0.6696749329566956,0.5967771921230605,,,0.0002757226289220419
196,0.5531467199325562,0.4987354278564453,0.6711431741714478,0.5978166348210174,,,0.00027546714502266786
197,0.5536512732505798,0.49762237071990967,0.671877384185791,0.598322840057543,,,0.0002752104480204811
198,0.5518366098403931,0.4984967112541199,0.6712560057640076,0.5983849574763381,,,0.0002749525405004172
199,0.5515718460083008,0.4966621398925781,0.6727113723754883,0.599323283401225,,,0.0002746934250596022
200,0.5497660040855408,0.4960145950317383,0.6733141541481018,0.6000192746347367,,,0.0002744331043073257
201,0.5499656200408936,0.49589306116104126,0.6733254790306091,0.6002821880984793,,,0.00027417158086501486
202,0.5490658283233643,0.4943240284919739,0.6738366484642029,0.6007712855377257,,,0.00027390885736620777
203,0.5487606525421143,0.49383461475372314,0.6746248006820679,0.6016355476010046,,,0.000273644936456527
204,0.5479235649108887,0.49343976378440857,0.6755111217498779,0.6022001095432952,,,0.00027337982079365345
205,0.5469411611557007,0.49219536781311035,0.6764112114906311,0.6026462263964875,,,0.0002731135130472987
206,0.545648455619812,0.49263888597488403,0.6761927008628845,0.6033101534987396,,,0.0002728460158991789
207,0.5454169511795044,0.49060937762260437,0.6772754192352295,0.6039303222280091,,,0.00027257733204298727
208,0.5454868078231812,0.49047935009002686,0.6773937940597534,0.6042192334523461,,,0.00027230746418436733
209,0.544327437877655,0.48997822403907776,0.6781603097915649,0.6048061929054342,,,0.00027203641504088547
210,0.5439692735671997,0.4886343777179718,0.6791961193084717,0.6055800522454494,,,0.00027176418734200353
211,0.5426967144012451,0.4886772334575653,0.6791645288467407,0.6057661743938438,,,0.00027149078382905124
212,0.5426951050758362,0.48798248171806335,0.6792035698890686,0.6060458244595605,,,0.00027121620725519924
213,0.5417795777320862,0.48667871952056885,0.6805070042610168,0.6071696753001109,,,0.0002709404603854303
214,0.5419220924377441,0.4869433641433716,0.6806352138519287,0.6072087902393759,,,0.0002706635459965125
215,0.5393993258476257,0.4864135682582855,0.6808779239654541,0.6073961009217607,,,0.0002703854668769706
216,0.5399095416069031,0.4849180281162262,0.6818616986274719,0.6088017306997829,,,0.0002701062258270583
217,0.5397247076034546,0.4844604730606079,0.6821789741516113,0.6091943249551813,,,0.0002698258256587299
218,0.5387887358665466,0.48413580656051636,0.682934582233429,0.6091566961528885,,,0.0002695442691956118
219,0.5378987789154053,0.48423025012016296,0.6835275888442993,0.6099186274268165,,,0.00026926155927297463
220,0.5371918082237244,0.4816763699054718,0.6843231916427612,0.6108395175329021,,,0.0002689776987377042
221,0.5372362732887268,0.4823448657989502,0.6840500235557556,0.610959358077976,,,0.00026869269044827284
222,0.5367476940155029,0.4811772108078003,0.6855995059013367,0.6114122784927035,,,0.00026840653727471084
223,0.5347752571105957,0.48108187317848206,0.6859276294708252,0.6118197953431789,,,0.00026811924209857755
224,0.5345236659049988,0.4803495705127716,0.6858126521110535,0.6120672750495795,,,0.00026783080781293215
225,0.5341010093688965,0.4794478714466095,0.6860565543174744,0.6128082450153498,,,0.00026754123732230476
226,0.5343242287635803,0.4788626730442047,0.6868026256561279,0.6130860187739151,,,0.000267250533542667
227,0.5330027937889099,0.4805501699447632,0.6865206360816956,0.6131704706836482,,,0.00026695869940140265
228,0.5326159000396729,0.47810474038124084,0.6880694031715393,0.6136069717790288,,,0.0002666657378372783
229,0.5339496731758118,0.4834364652633667,0.6871293187141418,0.6140209572226754,,,0.0002663716518004136
230,0.5346984267234802,0.47894543409347534,0.6891563534736633,0.6142448420242724,,,0.0002660764442522518
231,0.5355454087257385,0.48326846957206726,0.6873241066932678,0.614357692959077,,,0.0002657801181655295
232,0.5338788628578186,0.4757995903491974,0.6904455423355103,0.6153813676200737,,,0.00026548267652424726
233,0.5312288999557495,0.47578513622283936,0.6899804472923279,0.6155982048398962,,,0.00026518412232363897
234,0.5289300680160522,0.47710931301116943,0.6891820430755615,0.6157193139786876,,,0.0002648844585701421
235,0.5293150544166565,0.4745155870914459,0.691157877445221,0.6162171786884639,,,0.00026458368828136743
236,0.531924843788147,0.4773426353931427,0.6904105544090271,0.6166935141194285,,,0.00026428181448606843
237,0.5299057364463806,0.4735417068004608,0.691728413105011,0.6164174938090528,,,0.00026397884022411066
238,0.5275900363922119,0.47218912839889526,0.6920457482337952,0.617651077461388,,,0.00026367476854644186
239,0.5266121625900269,0.4733940064907074,0.6916759014129639,0.6181819841572818,,,0.00026336960251506026
240,0.5273481011390686,0.47173386812210083,0.6931676268577576,0.6178583920527734,,,0.0002630633452029845
241,0.5275057554244995,0.47433826327323914,0.6926583051681519,0.6181733341794341,,,0.0002627559996942222
242,0.5257018804550171,0.47001492977142334,0.6940878629684448,0.6192776132293955,,,0.0002624475690837393
243,0.5249894857406616,0.47002771496772766,0.6934146285057068,0.6194734504036589,,,0.0002621380564774286
244,0.5246400237083435,0.47080034017562866,0.6937813758850098,0.6202146332767923,,,0.00026182746499207865
245,0.5245340466499329,0.4684586822986603,0.6958202123641968,0.6202814144890698,,,0.0002615157977553423
246,0.5237982273101807,0.4714597463607788,0.6946863532066345,0.6202451263331907,,,0.0002612030579057051
247,0.5231341123580933,0.4668780267238617,0.6960234642028809,0.6213493176253613,,,0.00026088924859245385
248,0.5233110189437866,0.4665933847427368,0.6961641907691956,0.6219091880835805,,,0.0002605743729756448
249,0.5212938189506531,0.4679718315601349,0.696153998374939,0.621572061982819,,,0.00026025843422607207
250,0.5206934213638306,0.46549031138420105,0.6979193091392517,0.6225364980668558,,,0.0002599414355252352
251,0.5207920670509338,0.4674980938434601,0.6967380046844482,0.6222338517107581,,,0.0002596233800653076
252,0.52073073387146,0.4643067717552185,0.6975901126861572,0.6232444276616925,,,0.0002593042710491044
253,0.5199313163757324,0.4638307988643646,0.6986046433448792,0.6240927449303052,,,0.00025898411169004976
254,0.5193769931793213,0.4671739637851715,0.6982806324958801,0.6231854238933597,,,0.0002586629052121447
255,0.5191508531570435,0.4637829661369324,0.6996145844459534,0.6238884567445606,,,0.00025834065484993515
256,0.5207517147064209,0.46608296036720276,0.6986604332923889,0.6247083887216887,,,0.0002580173638484785
257,0.5189815759658813,0.46228256821632385,0.6991308331489563,0.6246396493248244,,,0.00025769303546331157
258,0.5177764892578125,0.4615665078163147,0.7002835273742676,0.6252473584126952,,,0.00025736767296041763
259,0.5162124633789062,0.46378734707832336,0.70047926902771,0.6251513041025462,,,0.00025704127961619354
260,0.5172962546348572,0.46149009466171265,0.7007449269294739,0.625255824771965,,,0.0002567138587174166
261,0.5164914727210999,0.46209484338760376,0.7008464336395264,0.6267531374835832,,,0.00025638541356121157
262,0.5171650052070618,0.46002355217933655,0.7014496326446533,0.626101055124579,,,0.0002560559474550176
263,0.5157744884490967,0.4623206853866577,0.7015612125396729,0.6264405600125525,,,0.00025572546371655457
264,0.5150657296180725,0.4586327373981476,0.7031348943710327,0.6276893949460355,,,0.0002553939656737903
265,0.5146137475967407,0.4591100811958313,0.7023138403892517,0.6272979966317119,,,0.0002550614566649062
266,0.5140186548233032,0.46087032556533813,0.7018953561782837,0.6277985491756963,,,0.0002547279400382645
267,0.5143869519233704,0.4576851427555084,0.7039861679077148,0.6283578647037472,,,0.0002543934191523736
268,0.5145710110664368,0.46266549825668335,0.7027052640914917,0.6275551368348243,,,0.0002540578973758555
269,0.5125678777694702,0.4575073719024658,0.7039512991905212,0.6283085382640389,,,0.0002537213780874105
270,0.5119152665138245,0.45622506737709045,0.7044574618339539,0.6296961989423416,,,0.00025338386467578414
271,0.5117782354354858,0.45884376764297485,0.7036861777305603,0.6290248023255746,,,0.0002530453605397328
272,0.5124186873435974,0.4557424783706665,0.7059389352798462,0.6295754328722087,,,0.0002527058690879894
273,0.5128907561302185,0.4593873620033264,0.7050566673278809,0.6295911463354119,,,0.0002523653937392289
274,0.5115493535995483,0.4543447494506836,0.7058330178260803,0.6303485237364138,,,0.00025202393792203445
275,0.51027911901474,0.45407888293266296,0.7057890892028809,0.6305468680388518,,,0.00025168150507486227
276,0.5102794170379639,0.45741409063339233,0.705971360206604,0.6309114915822636,,,0.0002513380986460074
277,0.5101799368858337,0.4543774724006653,0.7071331739425659,0.6303745966053366,,,0.00025099372209356867
278,0.510208249092102,0.45478591322898865,0.7068766951560974,0.6310954880138703,,,0.00025064837888541427
279,0.5078074336051941,0.4533504843711853,0.7067452669143677,0.63153168368957,,,0.0002503020724991463
280,0.5078697800636292,0.4522939920425415,0.7073659300804138,0.6316075504936007,,,0.0002499548064220663
