gene
MBP
AQP4
SPARC
PLP1
HIST1H1C
GADD45G
ITM2C
HIST1H1B
EGFR
ID4
HES6
SRI
ADGRG1
LRIG1
YBX1
RGMA
SOX4
PTPRZ1
NRXN1
SDC3
CCNI
H3F3A
DBI
CIRBP
DYNC1LI2
DPYSL3
HSPA8
CFL1
PHYHIPL
MAP4K4
EEF1G
PEBP1
KIF1B
MIF
C12orf57
SOX2
MYL6
VCAN
MLLT11
TIMP3
BEX3
ENAH
UBA52
AKT3
LAPTM4B
RTN3
NOVA1
EEF2
PMP2
DNER
NCAN
NFIX
PTPRS
NHP2
NFIB
PRDX2
ZBTB20
CORO1C
HNRNPA2B1
TSPAN3
DCLK2
APP
HNRNPA3
SPECC1
CCDC88A
NME2
DPYSL2
PFN1
FAM181B
SPAG9
OLIG1
MT-ND5
FTL
CNN3
MAP1B
GPX4
CALCRL
SELENOW
QKI
MT-ND1
HNRNPH3
PTMS
GDI1
PEA15
FADS2
TMSB15A
NTRK2
MSTN
CDK2AP1
DDR1
NREP
EIF4A1
MAT2A
MT-ND6
UCHL1
FTH1
PPDPF
CPE
CHCHD2
MSI2
EIF3L
KIF5B
ATP2C1
MCL1
SPTAN1
CLIC4
MTSS2
SLC44A1
ZNF644
RHOC
TTC3
TPM4
VIM
HIPK2
MARCKS
YWHAE
MFF
TXNL4A
PTN
BRI3
APCDD1
CTXN1
GOLM1
DYNLRB1
RTN4
ATF7IP
H1FX
OAZ1
CRABP1
EPHB1
MAPK10
APC
DHX36
CKB
SELENOH
STAU2
HNRNPL
SNCAIP
DSTN
BAG6
MCM7
ATRNL1
MARCKSL1
CTNND1
CLASP2
DST
CFDP1
SYT11
WSB2
ACTG1
NCBP2
HNRNPD
DYNLL2
ASPH
ZNF428
NUCKS1
MAGED2
RNF7
MAP2
HNRNPA0
METRN
GPM6B
BEX1
LSAMP
DTNA
MAPT
NDFIP1
TIMP2
ALCAM
BEX4
MYEF2
CCNL2
RBM3
APEX1
WSB1
ASXL1
PSAP
RAB3IP
METTL9
GOLIM4
KLHDC3
CSTF3
ACTB
TBCB
CDKN2C
RACK1
SGCB
RAB6B
CSNK1E
MDM4
BTF3L4
WDR26
CNBP
APC2
SUMO2
DDX5
GNAI2
SCD5
GLUL
TMSB10
TMEFF1
SMC4
KDM1A
TTYH1
FEZ1
ZEB2
CADM4
CSRP1
SMARCC1
MPV17
NCAM1
SMARCA4
KIF5C
MAPK8IP1
S100A6
PRMT2
TRIR
SAT1
PJA2
APOE
ATN1
ETS1
SMARCB1
ASCL1
WDR82
TBL1XR1
AMOTL2
SLC39A6
B2M
PFDN2
CST3
CTSB
CD74
SEC62
SSR2
KMT2C
GNB2
MXRA7
STAU1
RAB11B
ATP5MC2
EEF1B2
TNR
PHGDH
LRP4
CDH2
LRRN1
KMT2E
ID3
CALM3
NPDC1
AKR1B1
LUC7L3
YWHAZ
LINGO1
IDH2
DVL3
USP9X
KIDINS220
RBM5
SENP6
HLTF
SEC11C
NUDT3
URI1
RPRD1A
SPIN1
UBE2E3
PSAT1
PPP4R1
SSRP1
HNRNPUL1
BNIP3L
SLC30A9
PON2
SETD5
IFI16
BRD2
MT-ND3
GNAQ
ERGIC3
LTBP3
FAM3C
LAMTOR4
SMARCA5
NCKAP1
NDUFAF8
CDK16
EIF4A2
HSP90AA1
HSP90AB1
DRAP1
CBX5
SPP1
TYMS
USF2
RUFY3
LIX1L
MAGED1
UQCRC1
CDH11
TSPAN7
SALL3
MSRA
SEC11A
CCT6A
RBM33
ELAVL3
CALD1
STMN2
KCTD3
ILF3
ATP5MG
JUND
NME4
NDUFS4
TOP2A
SUGP2
ADCYAP1R1
ANAPC11
APLP2
CTTN
UBE2D3
RANBP9
ZNF358
NDRG2
LTBP4
PTTG1IP
OLIG2
HIST1H4C
ZNF22
CAND1
VEZF1
GABARAP
MAP4
BRD7
CSPG5
DDT
AHCYL1
ZNF711
TNC
RNF187
COX7C
CAMSAP2
NFIA
GADD45GIP1
DCTN1
ZNF532
NUDT21
GPRC5B
ABAT
ATP1A3
CELF2
NKAIN3
BTBD2
PYGB
CDK4
TOMM20
QSER1
NDUFC2
TFRC
PPP4R3B
EVL
PHPT1
ZFP36L2
NEDD4L
SELENOP
PAFAH1B1
LMO4
NDUFV2
TCF4
EID1
NDUFB5
CLU
TUFM
RAB13
GRIK2
PSMB5
KMT5B
CCDC50
GPM6A
CTNNA2
DDAH2
BTG1
IGFBP7
CLCN3
PNISR
VEGFB
CD63
CRMP1
SOX8
SRPK2
PFN2
ARHGAP35
ATP9A
KHDRBS3
SLTM
NRCAM
SNU13
HDGFL3
TXNL1
EIF4EBP2
CDK1
LAMTOR1
SPARCL1
PRCP
MT-ND2
MCM4
NT5DC2
PDE4D
TRIP12
USP34
TNIK
CCND1
AMFR
SPG21
HNRNPUL2
YWHAQ
LUC7L
ATP2B4
B4GALT5
GFAP
CCK
PCM1
UBE2I
ZHX1
ATP5F1B
LDHB
ATP5F1E
VPS26B
PAFAH1B2
CCDC124
NDUFB11
OGA
SMS
NOTCH1
SLC3A2
HBS1L
TAOK1
NCAPG2
PPP1CB
IGSF9B
PUF60
ADAR
