epoch,train_loss,valid_loss,valid_mean_pearson,lr
1,0.8934946511731003,0.7671367526054382,0.32690047417069884,0.00029999703912842054
2,0.7505684531096256,0.7085434198379517,0.3864844253781316,0.00029998815663057245
3,0.7123143203330763,0.6871685981750488,0.40773317320652186,0.0002999733528571214
4,0.692556229504672,0.6811975240707397,0.41516988653955555,0.000299952628392495
5,0.6804053494424531,0.6760472059249878,0.42174729516434367,0.0002999259840548598
6,0.669902604637724,0.6717095375061035,0.42600421706127295,0.0002998934208960884
7,0.6628658663142811,0.6749428510665894,0.4247724047905358,0.00029985494020171873
8,0.6553955457427285,0.6643419861793518,0.43307230969870875,0.00029981054349090264
9,0.6485020012566538,0.6701712608337402,0.42947676897255105,0.0002997602325163463
10,0.6426125800970829,0.6647579669952393,0.4337949407843222,0.00029970400926424077
11,0.6380124001791982,0.669562816619873,0.43178671613629016,0.0002996418759541838
12,0.631083192247333,0.6648770570755005,0.43385943382939696,0.00029957383503909215
13,0.6249483607032082,0.6649318933486938,0.435309999057537,0.0002994998892051045
14,0.6201955369024565,0.6615685224533081,0.4371687209818651,0.0002994200413714759
15,0.6138618751005693,0.6727244853973389,0.4323797904463786,0.00029933429469046203
16,0.6091185898491831,0.6655094027519226,0.434311781133435,0.00029924265254719506
17,0.6041646870699796,0.6700789332389832,0.43200070921591577,0.00029914511855954983
18,0.601580433773272,0.6689547300338745,0.4337923849121742,0.0002990416965780013
19,0.5957977374394735,0.666548490524292,0.4354548131575422,0.00029893239068547206
20,0.5913193478728785,0.6634365320205688,0.43727225057545543,0.00029881720519717175
21,0.5878997029680194,0.6639183163642883,0.43688234952517385,0.00029869614466042604
22,0.5852320176182371,0.6678087115287781,0.4349047381025429,0.00029856921385449774
23,0.5816813093243223,0.6661540269851685,0.4348918110156369,0.0002984364177903977
24,0.5796366568767664,0.6641033887863159,0.4380730737446179,0.0002982977617106872
25,0.5752773068167947,0.6710476875305176,0.43451539865508054,0.0002981532510892708
26,0.5737383564313253,0.670485258102417,0.4335004518771726,0.00029800289163118036
27,0.5707098805543148,0.6631191968917847,0.43874824050546574,0.0002978466892723499
28,0.5696653705654722,0.668449878692627,0.4345228450986289,0.00029768465017938103
29,0.5668246944745382,0.6652333736419678,0.4390655247701872,0.0002975167807492997
30,0.5638129060918634,0.6684239506721497,0.4366430875374142,0.00029734308760930354
31,0.5627869277289419,0.6693905591964722,0.4365297028216426,0.00029716357761650034
32,0.5603411089290272,0.6690633296966553,0.43421086148580307,0.0002969782578576373
33,0.5586932265397274,0.6677557229995728,0.4352520843517666,0.0002967871356488211
34,0.5564476685090498,0.6688217520713806,0.4349866015490877,0.0002965902185352293
35,0.5545811761509288,0.663435161113739,0.4384536885879239,0.00029638751429081236
36,0.5535221587527882,0.671514630317688,0.43378223637445856,0.00029617903091798685
37,0.5521557836821585,0.6666940450668335,0.4353870964337552,0.0002959647766473192
38,0.5499257571769484,0.669971764087677,0.4349534322795,0.00029574475993720135
39,0.548751478845423,0.6672863960266113,0.43770075033056166,0.00029551898947351613
40,0.5475682869102015,0.6677619218826294,0.4369703599521676,0.0002952874741692949
41,0.5445395671960079,0.6707098484039307,0.434780530791466,0.0002950502231643655
42,0.5424269925464283,0.6752825975418091,0.43223036562736256,0.0002948072458249913
43,0.5416755242781206,0.6686687469482422,0.4345962859491818,0.0002945585517435017
44,0.5405668995597146,0.673352062702179,0.43349014216925796,0.0002943041507379131
45,0.5398618163484515,0.666854202747345,0.43591767347735255,0.0002940440528515417
46,0.5368713158549685,0.6688323020935059,0.43326633241426066,0.0002937782683526066
47,0.5352528221679457,0.6707742810249329,0.433747409168624,0.00029350680773382483
48,0.5345733960469564,0.6723966598510742,0.43471846901321237,0.0002932296817119967
49,0.5329928416194338,0.6740909814834595,0.43364678896720454,0.00029294690122758305
50,0.531176765759786,0.6696634292602539,0.4347267809472024,0.00029265847744427325
51,0.5294910958318999,0.6774706840515137,0.4309355519341095,0.0002923644217485444
52,0.5283297589330962,0.6744982004165649,0.4312151679584359,0.0002920647457492118
53,0.5276240182645393,0.6733850836753845,0.432716220308415,0.0002917594612769709
54,0.5266230846896316,0.6744922399520874,0.4321692097565112,0.00029144858038392986
