gene
MBP
AQP4
SPARC
PLP1
HIST1H1C
GADD45G
ITM2C
HIST1H1B
ID4
EGFR
HES6
SRI
ADGRG1
LRIG1
YBX1
SOX4
RGMA
PTPRZ1
NRXN1
SDC3
H3F3A
DBI
CCNI
CFL1
DYNC1LI2
HSPA8
PHYHIPL
MAP4K4
DPYSL3
CIRBP
EEF1G
MIF
KIF1B
PEBP1
SOX2
C12orf57
BEX3
TIMP3
MYL6
MLLT11
VCAN
ENAH
UBA52
RTN3
AKT3
LAPTM4B
NOVA1
EEF2
PMP2
DNER
NFIX
NCAN
PTPRS
NHP2
NFIB
CORO1C
ZBTB20
PRDX2
HNRNPA2B1
TSPAN3
APP
DCLK2
FTL
SPECC1
DPYSL2
CCDC88A
PFN1
NME2
HNRNPA3
MT-ND5
FAM181B
SPAG9
MAP1B
OLIG1
CNN3
GPX4
QKI
SELENOW
PEA15
CALCRL
PTMS
MT-ND1
GDI1
HNRNPH3
TMSB15A
NTRK2
FADS2
CDK2AP1
MSTN
NREP
DDR1
EIF4A1
MAT2A
MT-ND6
UCHL1
FTH1
PPDPF
CPE
VIM
MSI2
EIF3L
CHCHD2
MCL1
ATP2C1
KIF5B
SPTAN1
ZNF644
SLC44A1
CLIC4
RHOC
MTSS2
TPM4
TTC3
HIPK2
MARCKS
MFF
TXNL4A
YWHAE
BRI3
PTN
APCDD1
GOLM1
DYNLRB1
ATF7IP
CTXN1
RTN4
H1FX
MAPK10
OAZ1
DHX36
EPHB1
CKB
APC
SELENOH
CRABP1
STAU2
MARCKSL1
HNRNPL
BAG6
DSTN
SNCAIP
ATRNL1
MCM7
CTNND1
CFDP1
CLASP2
DST
SYT11
ACTG1
NCBP2
ASPH
WSB2
DYNLL2
HNRNPD
ZNF428
NUCKS1
MAGED2
MAP2
HNRNPA0
GPM6B
RNF7
LSAMP
METRN
NDFIP1
DTNA
MYEF2
MAPT
BEX1
ALCAM
PSAP
BEX4
CCNL2
TIMP2
RBM3
APEX1
WSB1
METTL9
ASXL1
RAB3IP
CSTF3
TBCB
ACTB
GOLIM4
KLHDC3
RACK1
CDKN2C
SGCB
MDM4
CSNK1E
RAB6B
BTF3L4
WDR26
CNBP
SUMO2
GLUL
TMSB10
DDX5
SCD5
SMC4
APC2
TTYH1
TMEFF1
GNAI2
FEZ1
ZEB2
KDM1A
CADM4
SMARCC1
CSRP1
MPV17
KIF5C
NCAM1
SMARCA4
MAPK8IP1
S100A6
PRMT2
SAT1
PJA2
TRIR
ATN1
B2M
CD74
AMOTL2
SMARCB1
CTSB
ETS1
SLC39A6
TBL1XR1
WDR82
APOE
ASCL1
CST3
SEC62
PFDN2
SSR2
KMT2C
GNB2
ATP5MC2
STAU1
RAB11B
MXRA7
CALM3
CDH2
TNR
LRRN1
ID3
LRP4
PHGDH
EEF1B2
LUC7L3
KMT2E
NPDC1
AKR1B1
YWHAZ
USP9X
DVL3
SENP6
IDH2
LINGO1
RBM5
RPRD1A
UBE2E3
KIDINS220
NUDT3
HLTF
URI1
SEC11C
SPIN1
PSAT1
PPP4R1
SLC30A9
BNIP3L
SSRP1
PON2
HNRNPUL1
BRD2
MT-ND3
SETD5
IFI16
ERGIC3
LTBP3
GNAQ
LAMTOR4
FAM3C
CDK16
NDUFAF8
SMARCA5
CBX5
HSP90AA1
NCKAP1
EIF4A2
HSP90AB1
DRAP1
SPP1
LIX1L
USF2
TYMS
UQCRC1
CDH11
RUFY3
MAGED1
CCT6A
SEC11A
TSPAN7
CALD1
RBM33
SALL3
ELAVL3
JUND
MSRA
ATP5MG
STMN2
ILF3
KCTD3
SUGP2
NME4
CTTN
NDUFS4
TOP2A
ADCYAP1R1
APLP2
UBE2D3
NDRG2
ANAPC11
CAND1
ZNF358
PTTG1IP
ZNF22
RANBP9
GABARAP
HIST1H4C
BRD7
LTBP4
OLIG2
DDT
VEZF1
MAP4
CSPG5
TNC
RNF187
GADD45GIP1
ZNF711
CAMSAP2
DCTN1
ZNF532
COX7C
AHCYL1
NFIA
NUDT21
ATP1A3
GPRC5B
CELF2
BTBD2
PYGB
ABAT
NKAIN3
TOMM20
PHPT1
CDK4
CLU
TCF4
QSER1
NEDD4L
NDUFC2
LMO4
EVL
ZFP36L2
PPP4R3B
NDUFV2
PAFAH1B1
SELENOP
TFRC
TUFM
NDUFB5
EID1
CCDC50
KMT5B
RAB13
BTG1
CTNNA2
GRIK2
PSMB5
GPM6A
DDAH2
VEGFB
CLCN3
CD63
PFN2
GFAP
PNISR
CRMP1
ARHGAP35
IGFBP7
SNU13
SOX8
SRPK2
LAMTOR1
MT-ND2
TXNL1
SLTM
SPARCL1
ATP9A
NRCAM
KHDRBS3
EIF4EBP2
CDK1
HDGFL3
PRCP
SPG21
PDE4D
NT5DC2
MCM4
CCND1
TNIK
HNRNPUL2
TRIP12
UBE2I
AMFR
YWHAQ
USP34
LUC7L
PCM1
B4GALT5
ATP2B4
VPS26B
CCK
ZHX1
SLC3A2
NDUFB11
SMS
HBS1L
PPP1CB
LDHB
ATP5F1E
ATP5F1B
OGA
PAFAH1B2
TAOK1
CCDC124
PUF60
NOTCH1
NCAPG2
IGSF9B
U2SURP
