gene
MBP
AQP4
SPARC
PLP1
HIST1H1C
GADD45G
ITM2C
HIST1H1B
EGFR
ID4
HES6
SRI
ADGRG1
LRIG1
YBX1
RGMA
SOX4
PTPRZ1
NRXN1
SDC3
CCNI
H3F3A
DBI
HSPA8
CIRBP
MAP4K4
DYNC1LI2
CFL1
PHYHIPL
DPYSL3
EEF1G
MIF
PEBP1
KIF1B
SOX2
C12orf57
MYL6
TIMP3
MLLT11
UBA52
VCAN
BEX3
ENAH
RTN3
AKT3
NOVA1
LAPTM4B
EEF2
DNER
PMP2
NCAN
NFIX
PTPRS
NFIB
TSPAN3
ZBTB20
NHP2
PRDX2
FTL
CORO1C
HNRNPA2B1
DCLK2
APP
HNRNPA3
SPECC1
CCDC88A
DPYSL2
NME2
PFN1
SPAG9
FAM181B
MT-ND5
OLIG1
CNN3
MAP1B
QKI
GPX4
SELENOW
MT-ND1
CALCRL
PEA15
PTMS
HNRNPH3
GDI1
FADS2
TMSB15A
NTRK2
MSTN
CDK2AP1
DDR1
NREP
EIF4A1
MAT2A
FTH1
MT-ND6
UCHL1
CPE
PPDPF
VIM
CHCHD2
MSI2
ATP2C1
TTC3
KIF5B
EIF3L
MCL1
SPTAN1
ZNF644
CLIC4
SLC44A1
MTSS2
RHOC
MARCKS
TPM4
HIPK2
MFF
YWHAE
BRI3
TXNL4A
GOLM1
APCDD1
PTN
ATF7IP
DYNLRB1
RTN4
CTXN1
H1FX
OAZ1
DHX36
MAPK10
EPHB1
SELENOH
APC
CKB
CRABP1
HNRNPL
STAU2
SNCAIP
DSTN
BAG6
MARCKSL1
ATRNL1
CFDP1
MCM7
CLASP2
DST
CTNND1
SYT11
ACTG1
WSB2
NCBP2
ASPH
DYNLL2
HNRNPD
ZNF428
NUCKS1
MAGED2
MAP2
HNRNPA0
RNF7
METRN
GPM6B
LSAMP
ALCAM
DTNA
BEX1
NDFIP1
MAPT
BEX4
CCNL2
TIMP2
MYEF2
RBM3
PSAP
APEX1
WSB1
ASXL1
METTL9
CSTF3
RAB3IP
KLHDC3
TBCB
GOLIM4
SGCB
ACTB
RACK1
RAB6B
MDM4
CDKN2C
BTF3L4
CSNK1E
CNBP
WDR26
SUMO2
GLUL
APC2
SCD5
DDX5
GNAI2
SMC4
TTYH1
KDM1A
TMEFF1
TMSB10
ZEB2
FEZ1
CADM4
CSRP1
MPV17
SMARCC1
NCAM1
KIF5C
SMARCA4
S100A6
MAPK8IP1
PRMT2
SAT1
TRIR
PJA2
ATN1
B2M
WDR82
CTSB
AMOTL2
SMARCB1
ETS1
SLC39A6
TBL1XR1
ASCL1
APOE
CD74
CST3
MXRA7
PFDN2
KMT2C
SEC62
SSR2
ATP5MC2
CDH2
RAB11B
GNB2
ID3
EEF1B2
STAU1
PHGDH
TNR
KMT2E
CALM3
LRRN1
LRP4
YWHAZ
NPDC1
AKR1B1
LUC7L3
DVL3
NUDT3
USP9X
KIDINS220
IDH2
RBM5
SENP6
UBE2E3
LINGO1
RPRD1A
SPIN1
SEC11C
HLTF
HNRNPUL1
URI1
SSRP1
MT-ND3
PPP4R1
SLC30A9
PON2
PSAT1
BNIP3L
SETD5
IFI16
BRD2
GNAQ
NDUFAF8
LTBP3
FAM3C
SPP1
ERGIC3
LAMTOR4
SMARCA5
CBX5
HSP90AA1
DRAP1
TYMS
NCKAP1
CDK16
HSP90AB1
EIF4A2
USF2
RUFY3
CDH11
TSPAN7
UQCRC1
SEC11A
MAGED1
LIX1L
SALL3
CCT6A
ELAVL3
KCTD3
MSRA
CALD1
RBM33
JUND
ADCYAP1R1
NME4
ATP5MG
STMN2
SUGP2
ILF3
TOP2A
CTTN
NDUFS4
CAND1
APLP2
ANAPC11
PTTG1IP
NDRG2
UBE2D3
ZNF358
HIST1H4C
ZNF22
LTBP4
RANBP9
GABARAP
BRD7
OLIG2
VEZF1
DDT
RNF187
MAP4
TNC
CSPG5
COX7C
CAMSAP2
GADD45GIP1
AHCYL1
ZNF532
ZNF711
NFIA
ATP1A3
GPRC5B
DCTN1
NUDT21
ABAT
PYGB
BTBD2
CELF2
CDK4
LMO4
NKAIN3
PHPT1
TOMM20
NDUFC2
QSER1
EVL
PAFAH1B1
NEDD4L
TCF4
PPP4R3B
TFRC
CLU
KMT5B
NDUFV2
ZFP36L2
EID1
TUFM
NDUFB5
RAB13
CCDC50
BTG1
SELENOP
GPM6A
DDAH2
PSMB5
CTNNA2
GRIK2
CLCN3
PNISR
CRMP1
IGFBP7
CD63
VEGFB
PFN2
SNU13
SOX8
SRPK2
ARHGAP35
MT-ND2
SLTM
SPARCL1
TXNL1
ATP9A
LAMTOR1
KHDRBS3
PRCP
CDK1
EIF4EBP2
NRCAM
HDGFL3
TNIK
MCM4
PDE4D
TRIP12
SPG21
NT5DC2
USP34
CCND1
HNRNPUL2
AMFR
YWHAQ
GFAP
B4GALT5
LUC7L
ZHX1
UBE2I
PCM1
VPS26B
ATP2B4
SMS
ATP5F1E
CCK
NDUFB11
PPP1CB
SLC3A2
LDHB
NCAPG2
OGA
HBS1L
ATP5F1B
PAFAH1B2
TAOK1
CCDC124
PUF60
NOTCH1
U2SURP
CBX3
