gene
UBE2R2
RTN1
PHKB
ADAR
UQCRB
DHX15
EIF1B
ATF4
SLC38A2
NDUFAB1
NDUFB9
ADAM22
ANOS1
CBX3
NCOR2
SMC1A
PLEKHO1
SELENOF
SESN3
AFF4
SLC4A7
ILF2
PSMA7
SMOC1
USP1
PRKACA
DCTN4
ATF2
NDUFA4
ATP1B2
RBX1
GSTP1
ZFP91
LBR
GSK3B
HDLBP
ZMYM2
CKAP5
SLC38A1
MLF2
MBOAT2
LRPPRC
TUBB2A
UQCR10
RABAC1
ERBIN
WDR83OS
CDC25B
ATP2A2
CHD2
BTG2
ADGRL3
NME1
A2M
SUN2
TMEM100
SEPTIN5
RHOB
VAT1
RASSF2
ATAT1
MTCH1
SPTSSA
TIMM8B
CALM2
TNPO2
TMEM14C
SYNE2
TMEM184B
ROMO1
PIK3R1
COX7A2
BASP1
HEY1
ZCRB1
ADI1
GPR137B
CADM1
CCDC82
SBK1
PRPF40A
CD24
CASC3
TUSC3
COX6A1
SRP19
H2AFZ
SFXN1
SNRNP200
KIF21B
CASK
SH3BGRL3
NDUFS2
ZEB1
HIGD2A
ZNF664
LSM4
PCSK1N
UFC1
AKAP6
SCG3
AGPAT5
TOMM5
MOCS2
BLOC1S1
SPIRE1
ARPP19
HDGF
CHD7
SLC22A17
STAG2
PCGF2
DOT1L
TPX2
TCERG1
CCDC167
TSC22D4
ANTXR1
N4BP2L2
SRSF2
GPBP1
FARSB
BMPR2
CLSTN2
ALDOC
TCF25
DTD1
DNAJA1
NETO2
PPM1B
NDUFV1
WBP1
CGGBP1
RPAIN
ECT2
DCAF7
ANK2
KCTD20
TMEM183A
STT3B
OAZ2
TXNRD1
TOMM7
ATXN2
POU3F3
CNOT8
FAM171B
WNK1
API5
RO60
ELAVL1
NABP2
APBA2
ARL6IP1
SLC16A1
MARCH7
SAFB
STARD3NL
CTNND2
THRA
DHFR
HSPE1
AUTS2
DPP6
NIPSNAP2
CSDE1
S100B
DCX
PSMF1
PICALM
PUM2
STMN4
SLC44A2
POLR2F
COPA
DDAH1
USP11
NLGN2
ARL2BP
RHOT1
RB1CC1
SERPINB6
UBE2D2
AGTPBP1
SOGA1
OPA1
KLHL24
UBE2V1
ZMAT2
GRIK3
WDR33
PRXL2A
DYM
JAM2
PYURF
NDUFB7
SPAST
CCDC47
NDUFA2
FXYD6
PFKFB3
ZFAND3
XRN2
SF3B3
MAPK1
POLR2I
VMA21
CENPF
DCAF16
TM9SF3
BANF1
MAP2K2
C3
PFDN5
DYNC1I2
SLC7A1
NPAS3
ECI2
CDC73
KLHL5
DNAJA2
APPL1
RNF19A
PNRC1
C1orf61
AGPAT1
ENOPH1
RHOA
HMGN3
PAFAH1B3
ARMC8
VPS13C
SPCS1
TCEAL2
PCMTD1
GRINA
PBRM1
RAB14
EMC4
CACNG4
LSM7
HNRNPDL
PA2G4
HNRNPC
COA4
MEAF6
INSM1
SEC14L1
LMNB1
JMJD1C
NAV1
MYL6B
ARL8A
EIF4G3
WDR6
USP22
PRKDC
PCDHGC3
STRAP
GNG2
BAZ1B
SUMO3
EIF4H
RAB10
TIMM13
CHTOP
FAM168A
ACYP2
FLNA
CCP110
EHMT2
CCNB1
LRP6
SULF2
ZBTB44
NRAS
KIAA0100
AGFG1
MICOS10
TFDP2
CPNE1
SEC31A
YKT6
ANKRD6
VARS
RSRC2
SERBP1
JOSD1
GPC1
UQCC2
ID2
MT2A
TMX2
COPB2
RAB2A
ENHO
TUBB2B
HECTD1
HEPACAM
KHSRP
MACF1
DHX9
TAF7
SELENON
NES
NDRG4
CNIH2
SRSF3
CRIPT
TERF2IP
SLC8A1
SEPTIN11
KIF2A
SQSTM1
PLPP3
TRIM24
PIK3R3
GLUD1
APLP1
VPS45
NDUFA1
POLDIP2
SRP9
MAGEH1
STMP1
POGK
TMCO1
CUL4B
MGST3
BTBD1
EIF3A
PIK3R2
TPGS2
TRIM2
SARAF
PPP1R14B
DEGS1
CDK5RAP3
DDX1
PWWP3A
POGZ
UQCRQ
ZNF639
RAF1
SESTD1
POLD2
ITGAV
COX7A2L
SRPK1
MYBL2
KCNQ2
CUTA
ITCH
RMND5A
MIDN
STUB1
SERINC3
OS9
LEPROTL1
DUSP16
GNB1
ANAPC5
MAF1
DNM1L
BSDC1
EPC1
POLR2H
DCTN2
DLG4
NCL
FUS
PKIA
TMEM263
RAB5C
ADD1
SRM
ENO2
ANP32E
TOP1
KIFAP3
JUN
ANKRD17
TPST1
OPHN1
BOC
CARHSP1
SENP2
DNM3
IMPAD1
USP32
GUK1
CLDND1
NGRN
BCAN
ADGRL1
CDC34
CAMK2N2
ELAVL4
TBC1D9B
GTF3A
PTOV1
ANXA6
STAG1
LARS
RFTN2
PRKAR1A
REEP2
USP3
PHC1
ARHGEF25
TXNDC15
SEC61A1
LAMP2
PSMB1
HOOK3
TNK2
APH1A
NAA38
RFX4
CPEB4
SNX4
ZNF680
KIF1A
TOX3
HDAC2
RHOBTB3
NDUFS5
MEA1
SCD
ZMIZ2
SNRPC
MTMR2
TMEM106C
HIST1H2BH
ZMYM4
CUL3
VPS72
SERINC1
PITPNC1
GATAD2B
ZYX
SLC25A36
PHC2
NDUFB10
ZNF493
CPSF7
CHPT1
NUTF2
SOGA3
SPG7
TTC37
RTKN2
MPRIP
DLG1
CLIP2
CWC15
ECH1
UBAP2L
IMPACT
VDAC3
MORC3
ASH1L
MBTPS1
ASNSD1
SLC25A16
SRPRB
RBFOX2
EZH2
ZC3H15
PHIP
ZHX2
IFRD1
TOP2B
EIF4EBP1
LZIC
CELF1
MIB1
SCARB2
BACH1
NAE1
NSG1
YWHAG
NUDC
SLC6A8
RERE
SCP2
VHL
RCN2
STX16
RTF2
ITM2B
COX6C
NARS
VPS41
STX12
DYNLT1
SMAD4
PPP4C
SCAMP5
ADD2
STX6
MSL2
SMAD9
AIF1L
SAP18
ERGIC2
HP1BP3
DCLK1
TM9SF2
TMEM59L
EI24
NELFCD
PMPCB
MKLN1
METTL26
SH3GLB1
TMEM259
GRSF1
CLTA
PSME1
GNAI3
ODC1
WASF3
UQCR11
AASDHPPT
TNPO3
DDB1
PCBP4
LRP3
TUBB
PHLPP1
CDKN1B
PRTFDC1
OSBPL8
TMED4
ACBD6
CALU
SAMD1
ANKRD11
XPO5
ARHGEF7
SPEN
PPP3CA
TOX4
SNX1
KIF5A
CFL2
REC8
CHD4
KLHDC2
KEAP1
MAPRE1
KXD1
CYC1
CDC5L
WDR45B
HSPD1
TMEM219
KIF3A
MCRIP1
PGRMC1
IPO9
EPRS
VPS37B
TASOR2
LUC7L2
L1CAM
TRIO
PAK2
SF3B4
UBXN6
ACAP3
CMPK1
MXI1
BAG1
IDH3B
NF2
LRRC8A
EIF5
VDAC1
AAMP
DMTF1
CYB5B
NUMA1
AKIRIN2
JTB
AKT1
ZNF254
UBXN4
ARHGEF26
KDM5C
TRAPPC3
PCF11
TRAP1
MAP1LC3B
BABAM1
RNPS1
RAB6A
CAMLG
SMAD2
RABL6
SPPL2B
ATP1B3
HIPK3
FMNL2
LMBR1
MFNG
NUP58
TLCD3B
PKM
AKAP11
DNMT1
PSPC1
ZNF462
C4orf3
PRUNE2
ABI2
PRKRA
SNRPB
BUD31
CDYL
SRRT
MFSD1
COMMD2
CHMP3
AP1M1
PRPF38A
DDX46
SNF8
TMEM14A
TBC1D14
TMEM50A
DYRK1A
REXO2
TRIM27
CDK14
GRK2
SNN
ANKHD1
TMEM167A
CPNE3
EEF1A2
EIF2A
HMGN1
PAM16
SOX9
CAPN2
ITGB8
BRD4
EDNRB
KMT2A
GNG4
SEPTIN9
HMGCR
USP14
MCRS1
EWSR1
CD47
SEZ6
GABBR1
KDM3B
ATP5PD
SEPTIN2
TAF10
ESD
RAB12
SEC13
TRAPPC5
KDM4B
MLST8
SEPHS1
ACAT1
RAP2A
SRSF4
ZBTB18
CLCC1
ZNF146
DENND11
INTS7
ZFP36L1
ETNK1
CLPTM1
TIPRL
PBX1
PPP2R2A
TUT4
NAB1
EXOC7
STT3A
TP53
SAFB2
UFM1
SLU7
EIF2AK2
IMMT
SF3B2
PHF21A
ZNF292
NENF
DCTN3
FYTTD1
TPM1
LPGAT1
WLS
ARCN1
EIF4G2
AIP
GOLPH3
DGUOK
CD9
TBC1D5
GPR173
PLCG1
SLC20A1
C1orf198
EMD
KIF21A
SMARCE1
IFNAR1
SPART
PTPN12
OGT
TANC2
PSMC3
DCUN1D4
PTK2
DAP3
CCNG2
MTSS1
TRIM44
POLR3H
REV1
CAPRIN1
ECSIT
ARF1
IAH1
ADGRA3
VPS8
VPS4A
NSMCE1
MED13L
KPNB1
LRFN4
NLK
PRR14
CAB39
LONP2
TMED7
FADS1
BCR
NLGN1
FASN
MTA1
ERI3
UBA5
MAPRE2
LRCH3
STK25
FEM1B
NUDCD2
PSMD3
PPP2R5D
EIF4E2
SNX17
DECR1
NKD1
OCIAD1
BRD3
SNX6
MEX3D
TM7SF3
PPT1
LSM14B
AFF1
AP1S2
ITFG1
ANKRD10
YTHDC1
TLK1
SLC7A5
BNIP2
POLR2K
UBR5
SLC25A1
WASHC4
ANXA5
WDR13
RNF5
BRD8
CAPZA2
SLC35F5
PREPL
HSPA13
UBE2J1
MAML2
PUM1
PHF20L1
ACADVL
NDUFAF3
TM2D3
RNF10
NDUFA10
FAXC
AQP1
NOP56
CDK6
WDFY3
CMIP
MYCN
IFNGR2
ANAPC7
POLR2G
LAMTOR3
MINK1
KDM5A
KIAA1586
OSGIN2
HSF1
FZR1
RABEP1
ENY2
ARIH1
EIF5B
IDS
ADSL
H1F0
NOVA2
RBM17
RAB4A
UBE2T
CDS2
RNF165
SACS
TCF3
CNPY2
ZFR
NFE2L2
CXXC5
SIRT2
PPP1CC
EIF3M
SLC1A3
TNRC6B
CCND2
MTDH
BAZ2B
TUBA1A
COX4I1
TMEM33
COX8A
ANKFY1
PRPF6
BSG
SUZ12
ZNF638
AKAP9
SNRNP25
MMP24OS
DSEL
RNF38
WDR47
MED1
KIFC1
SLC25A23
BMI1
OPTN
DEDD
RNF130
CMTM3
SCFD1
KDM3A
UBE2C
RAB5IF
ARHGEF10L
HNRNPU
ESYT2
MED28
TP53BP2
SEPTIN8
CAMKK2
RNF11
TNKS
ARL6IP4
FAM120A
CCDC80
CDK5R1
IP6K2
METTL5
ACAP2
SLC37A3
ARHGEF2
MASP1
B4GALT2
ATP6V0D1
LNPK
HELLS
WASL
CADPS
CFAP298
NUP205
DIP2B
SDR39U1
RASA1
HNRNPF
TCEAL4
SCRIB
FAF1
FBXW2
TMOD2
LLGL1
CREBBP
KHDRBS1
REEP5
MBD2
TSR3
HTATSF1
ZNF655
TSN
NDUFB2
ARRB2
CCNY
NDRG3
BPTF
GTF2I
ZNF609
JPT1
UHRF1
TRIM9
SEZ6L2
MTPN
TAB2
HSPB8
PNMA2
PRRC2B
UBE2B
AP3D1
TRRAP
RANBP3
SMARCAD1
SELENOT
SNX14
NDUFS3
C1QC
POLR2B
ARRDC3
DDHD2
NSMF
HCFC1R1
UXT
PIGX
PDHA1
PAPSS1
FBL
ZDHHC17
ATOX1
DDX6
APMAP
OGG1
TRIM47
IL17RD
SREBF2
SET
PRRX1
ZNF512
ZNF704
YEATS2
QDPR
PNN
ZWINT
PLEKHB2
LMAN2
PSMC5
DPY19L3
MAPK8
TBCEL
CKLF
TMX4
SEH1L
WSCD1
RSPRY1
BCL2L13
DLGAP4
EIF3H
MMP24
USP48
FIS1
CHMP4B
ARID2
PRPF19
GOSR2
SNX27
PARL
ADAM17
PPP3R1
SERINC5
EZR
DBNL
PAXBP1
BCL6
YES1
CNOT9
LARP4
CNP
PI4KA
DNAJC5
NRDC
B4GALNT1
C2orf88
CREBZF
SMARCC2
PDZD4
LRCH4
APPL2
PKN1
CAMTA1
DCAF8
SEPTIN3
TP53I3
C3orf70
RHOQ
DAXX
ATP5F1D
HSPH1
FAM89B
RAC1
ABR
SMG5
AFDN
MAPK9
SMARCD3
GTF2A2
SNX2
WDR41
ATP6V0B
LSM2
SFPQ
SP3
ARID1A
ARL10
MDM2
JAM3
KAT2B
C1QA
PMS1
SF3A2
RAP1A
EFCAB2
USF1
YIPF4
C1orf21
KIAA0408
TTL
CUL5
NSA2
ZRANB2
TIA1
MRFAP1L1
PHF1
PPP1R12B
MAP3K7
STK39
ZNF24
CWC27
ZNF559
ARHGEF12
ZBTB33
YPEL5
SUPT16H
RABGGTB
ANKRD13B
CDK9
ARMCX3
EFS
ACTR1B
COPG1
NDUFC1
NR2F1
MKKS
KCNN2
PRAF2
RSF1
MYH10
RTL8C
UBL3
EIF4B
RND2
KCMF1
YAF2
PRPF4B
MBTD1
TOPBP1
BIN1
C11orf58
E2F1
FOXN2
UBE2G2
ANO8
NMD3
AP2M1
SLC39A10
TPR
SPTBN1
CIAO1
TRA2A
STXBP1
KANSL1
TKT
STMN3
ABCC1
TRA2B
TCEAL8
TTC14
CADM3
BCAR1
STX2
CDO1
EP300
PNMA1
AEBP2
ANAPC13
VIPR2
HSPB1
YPEL3
LSS
TMEM147
RBL2
AGRN
GRIA3
AGO1
SRA1
SOX6
ATRAID
ACBD5
LRRC58
INTS13
ADH5
UST
NRXN2
ZBTB38
ZDHHC20
MAP7D1
ARIH2
PHC3
LRATD2
TPD52L2
EGLN1
PSMB4
PDHB
NCAM2
HMGN4
HMBOX1
CCDC85B
PRR36
LAPTM4A
RC3H2
DNAJB11
MSH2
HSD17B4
CNPY3
PEX2
UBE2Q2
SMCHD1
HYOU1
SNRPD2
PFDN6
HMGXB4
ZNRF1
UBXN7
HELZ
RAB5B
CEP170
ZNF32
UBA3
ADD3
ATF6B
MYNN
MLLT6
SMDT1
RAB7A
BIRC6
MBNL1
ABCB6
MANEAL
MAGI1
RTCB
ZMYND11
CELF3
DBN1
PTBP2
MGAT4B
VPS13B
MAD2L2
TCAF1
DIS3L
KBTBD2
EYA1
RIC8B
C14orf132
SORT1
AHCY
ZNF75A
ENTPD4
DCP2
IBTK
PPHLN1
PLEKHB1
KLHL23
SMAD5
ZNF326
ARID4B
KDM5B
SMIM30
PDZD11
RAPGEF1
NCS1
ASAH1
TIAL1
ORMDL1
TAOK3
TTBK1
TLE5
TMEM59
PODXL2
FBXL17
TOMM22
LAMP1
AGT
PWP1
CEP63
PFKM
VPS35L
UBE2L6
ELOVL5
KATNAL1
TNRC6A
PPP6C
FAM199X
PEAK1
KAT6A
CTNNA1
CAPNS1
MEX3A
MEPCE
AGAP1
HIST1H1D
PCDHB2
ATP6V0A2
CYFIP2
INTS4
USP25
APBB2
CEBPZ
CNOT2
DNAJC13
SMYD2
STRBP
WIZ
XRN1
CSTF2T
ASPM
HSBP1
CTIF
CRLS1
RIN2
CSNK1D
POLR2A
EEA1
TBCD
AZIN1
USP33
CRYL1
SIN3B
UBA2
NPEPPS
WDR77
ATCAY
ERCC1
PDCD6IP
COX14
DDX17
ATP6V1F
NBR1
CREB1
CCDC14
ARHGEF9
TRIM33
SRSF9
DLL1
GPAA1
LMAN1
FBXO11
KCNN3
LANCL1
ME2
DCUN1D1
USP21
TADA3
ADNP
TRO
FNIP1
NRP2
DPY30
UBE3C
GDAP1
NDE1
UNK
SDHB
TIMM23
PPP1R9B
PRNP
EIF2S1
NISCH
PCNX2
NRBP1
SOD1
PTPRA
NT5C3B
DCAF12
C16orf72
HAX1
CLSTN1
HYAL2
SS18L1
C8orf33
RASSF4
CFAP20
VAMP2
SELENOK
UBXN1
DBNDD2
MORF4L1
CYB5R3
ITGB1BP1
PSD2
RAB1B
CEP70
ROBO1
CLIP3
OGFRL1
OSGEP
MTA2
RAB18
ATP6AP1
RCN1
TRAK1
CASP9
PPM1G
PPP3CB
EPN2
RNASEK
DIP2A
BMERB1
DNAJC8
SMARCD1
BUD23
EIF4G1
SLC25A11
UBP1
KIAA1191
HNRNPLL
NPLOC4
G3BP2
SLC25A39
STRN3
TASOR
ACTR3
TIMM50
CCDC6
PSMB2
PRCC
NKIRAS2
KHDC4
UBE2D4
NDUFA3
NRBP2
NUP153
CPSF6
HGS
PPP1R10
PSMD4
UBQLN2
PLEC
PRKACB
PAM
KIF3C
MPST
KLHL25
RNF157
IGFBP5
PDE8A
GALNT13
SRCAP
ALDH2
LRRC40
CDC42BPA
JAKMIP2
RAD21
NUS1
ARHGAP21
RFC4
EPC2
PEG10
SRRM1
PPIG
PFKP
MIA3
ECHS1
ACADM
LIFR
JAG1
KLHDC10
CTSA
IFT81
ATP6V1G1
ABL1
COPE
UBTD2
FNBP4
AHSA1
MEX3B
METAP2
CHD8
STAT5B
SRP54
HNRNPR
ATP11B
DDX23
PLA2G12A
ADSS
AKIRIN1
GFOD2
SMIM26
DOCK7
ST3GAL5
KCTD13
PHF3
UBA6
PPP6R3
RIMKLB
EFHD2
IVNS1ABP
PSMD10
GABARAPL2
UBE2H
SCN3A
ETFA
C9orf16
GNAO1
POLI
FAM32A
ARHGAP5
NOP16
DIPK1B
NCOR1
PDCD4
SPECC1L
SUDS3
LSM1
OXA1L
IKBKB
ASTN1
EXOC5
TMEM168
AP1B1
PITPNB
DPM1
FBXL5
ALDH3A2
ACTL6A
DDRGK1
CAPZB
PIP4K2B
UBE2Q1
TSNAX
ACACA
KPNA1
C19orf53
CBL
NUP160
NFE2L1
ANKIB1
SYMPK
PPP1R8
PI4KB
MED24
ATP5ME
MTPAP
PLD3
CD276
KLHL22
YTHDF2
PIK3CA
FAM193B
CRKL
COA3
UBA1
GPR107
KTN1
CRTAP
ELP2
COL6A1
HERPUD2
PQBP1
RNF40
NACC1
LMBRD1
FOS
ZDHHC8
MLEC
RABGAP1L
VMP1
C6orf62
FARSA
DAZAP2
AKAP13
ADIPOR1
CDC42SE2
RAB3GAP1
ZC3H7B
PLSCR4
ITPKB
NDST1
FBXW7
NAXE
TOR1AIP1
ATP6V0A1
FXR1
EHBP1L1
CCDC92
SUMF2
AKR1A1
TFDP1
AGAP3
NOP58
UBE4A
PSMA4
EHMT1
RANGAP1
MLLT1
CNOT6
SMURF2
SEPTIN10
FAIM
SYNGAP1
AP3S2
WDR43
FZD3
RNF141
SCYL2
NSFL1C
PGD
CYB5R4
SETDB1
NMB
PRRC2A
C11orf54
