epoch,train_loss,valid_loss,valid_mean_pearson,lr
1,0.8873331022985054,0.7667651176452637,0.34866104805587583,0.00029999703912842054
2,0.7478023803595341,0.7217229604721069,0.3914159578698266,0.00029998815663057245
3,0.7130081942587188,0.700231671333313,0.41330555659909773,0.0002999733528571214
4,0.6952335708069078,0.6909658908843994,0.42311429354896235,0.000299952628392495
5,0.6833888924483097,0.6835778951644897,0.43116239274938156,0.0002999259840548598
6,0.6741985805106886,0.6842302083969116,0.43216084537537025,0.0002998934208960884
7,0.666467036261703,0.6826361417770386,0.43409112945408607,0.00029985494020171873
8,0.6599866513049963,0.6740906238555908,0.4417722144044011,0.00029981054349090264
9,0.6533412770791487,0.671208918094635,0.44458077458655687,0.0002997602325163463
10,0.6484898635835359,0.672292947769165,0.44498467653714896,0.00029970400926424077
11,0.6423383662194917,0.6754830479621887,0.4421105048505028,0.0002996418759541838
12,0.6358524109378005,0.6694787740707397,0.4473555491017962,0.00029957383503909215
13,0.6305124741612058,0.6750872731208801,0.4426803027148519,0.0002994998892051045
14,0.6258352579492511,0.6741547584533691,0.44365318649782276,0.0002994200413714759
15,0.621028022332625,0.6756387948989868,0.44398458819484254,0.00029933429469046203
16,0.6148074883403201,0.6719198226928711,0.4470923098918552,0.00029924265254719506
17,0.6107039036172809,0.6719955205917358,0.44605885536107537,0.00029914511855954983
18,0.605871213204933,0.6682530641555786,0.4489580756793844,0.0002990416965780013
19,0.601404090722402,0.6754419803619385,0.44361470292489447,0.00029893239068547206
20,0.5960022066578721,0.6797014474868774,0.4402165720215983,0.00029881720519717175
21,0.5929457238226226,0.6781469583511353,0.44071949237364977,0.00029869614466042604
22,0.5893326311400442,0.6770124435424805,0.4414693542485582,0.00029856921385449774
23,0.5856566790378455,0.6864697933197021,0.43408551375472837,0.0002984364177903977
24,0.584549651001439,0.6752146482467651,0.443855792136106,0.0002982977617106872
25,0.5821008086204529,0.6749417781829834,0.443584078272788,0.0002981532510892708
26,0.5784934036659471,0.6714397668838501,0.44593850991671785,0.00029800289163118036
27,0.5760448195717551,0.6849899291992188,0.4381622020105084,0.0002978466892723499
28,0.5738688436421481,0.6823464632034302,0.43868974167845115,0.00029768465017938103
29,0.5710746989105687,0.6726341843605042,0.44561414183545034,0.0002975167807492997
30,0.5690365794933203,0.6769944429397583,0.4436035275513216,0.00029734308760930354
31,0.5672837820920077,0.6795741319656372,0.44144891024625965,0.00029716357761650034
32,0.5654378659797438,0.6822209358215332,0.4403497461585484,0.0002969782578576373
33,0.5621761372595122,0.6784005165100098,0.442704178597813,0.0002967871356488211
34,0.5605761733922091,0.6816326379776001,0.4399272936704499,0.0002965902185352293
35,0.5604198954322122,0.6794490814208984,0.44032749985238906,0.00029638751429081236
36,0.5589551745039044,0.6773602366447449,0.44288722471635983,0.00029617903091798685
37,0.5546538865927494,0.6825021505355835,0.4384868393769445,0.0002959647766473192
38,0.5543133327455232,0.6791071891784668,0.44132770103514224,0.00029574475993720135
39,0.5531943440437317,0.6810378432273865,0.43942988809143574,0.00029551898947351613
40,0.5511605035174977,0.6777653098106384,0.443082176029818,0.0002952874741692949
41,0.5498445810693683,0.6823170185089111,0.4393859392032372,0.0002950502231643655
42,0.5467302094806324,0.6822898387908936,0.43881136803506815,0.0002948072458249913
43,0.5454182082956488,0.683738648891449,0.43836419651081315,0.0002945585517435017
