epoch,train_loss,valid_loss,valid_mean_pearson,lr
1,0.9035001812559186,0.7817980051040649,0.3927734436988742,0.00029999703912842054
2,0.7683080940535574,0.7304726839065552,0.4395894796869172,0.00029998815663057245
3,0.7285717346451499,0.7205075025558472,0.45008105764844175,0.0002999733528571214
4,0.7114965771183823,0.7016510367393494,0.46753417782971646,0.000299952628392495
5,0.6986942038391576,0.6933341026306152,0.47418734541529717,0.0002999259840548598
6,0.6891060435410702,0.6933705806732178,0.47408796673568415,0.0002998934208960884
7,0.6827291232166868,0.6911050081253052,0.4765643586235245,0.00029985494020171873
8,0.6734703562476418,0.6860969066619873,0.48131863346540515,0.00029981054349090264
9,0.6682845895940607,0.6847587823867798,0.4824546617975616,0.0002997602325163463
10,0.6625010154464028,0.6856234073638916,0.48198163470480504,0.00029970400926424077
11,0.6541646086808407,0.6906050443649292,0.479133685366161,0.0002996418759541838
12,0.6485599694829999,0.6848173141479492,0.48393605182706984,0.00029957383503909215
13,0.6449076262387362,0.6938003897666931,0.4751865955795516,0.0002994998892051045
14,0.6383555694059893,0.6860376596450806,0.48185475210818945,0.0002994200413714759
15,0.6313720652551362,0.6832730770111084,0.4848545735368651,0.00029933429469046203
16,0.6284387996702483,0.684441089630127,0.4845744667418368,0.00029924265254719506
17,0.6228201732491002,0.6883412003517151,0.4809645412022562,0.00029914511855954983
18,0.6188897327943281,0.6840464472770691,0.4856290969375187,0.0002990416965780013
19,0.6141000697107026,0.6889512538909912,0.4803398994055573,0.00029893239068547206
20,0.6092596234697284,0.6934752464294434,0.4761338098650238,0.00029881720519717175
21,0.6046903657190728,0.6916611194610596,0.48017514034942865,0.00029869614466042604
22,0.6010400851567587,0.6847840547561646,0.48382703525374143,0.00029856921385449774
23,0.5982150850874005,0.6856517791748047,0.48254615968717524,0.0002984364177903977
24,0.5945874831893228,0.6946934461593628,0.47593280446143954,0.0002982977617106872
25,0.5909508773774812,0.6886028051376343,0.48142039135617515,0.0002981532510892708
26,0.5888242288069292,0.6898466348648071,0.47956136948976513,0.00029800289163118036
27,0.5852514722130515,0.6901400089263916,0.48082913530316385,0.0002978466892723499
28,0.5832727244406035,0.6929166913032532,0.4768943626920903,0.00029768465017938103
29,0.5807864196372755,0.6951555013656616,0.4739153840748912,0.0002975167807492997
30,0.578416564247825,0.6904315948486328,0.4797167298684853,0.00029734308760930354
31,0.5763995484872297,0.6896706819534302,0.47949272899953255,0.00029716357761650034
32,0.5752215222878889,0.6861172914505005,0.48425514984825285,0.0002969782578576373
33,0.5726346861232411,0.6976815462112427,0.47377110727027694,0.0002967871356488211
34,0.5697544885404182,0.6876685619354248,0.4824475205010851,0.0002965902185352293
35,0.5669473481900764,0.6948456764221191,0.4777204700682703,0.00029638751429081236
36,0.5665037559740471,0.6898164749145508,0.4812544541569359,0.00029617903091798685
37,0.5637811910022389,0.692978024482727,0.4781915017852226,0.0002959647766473192
38,0.5616623109037225,0.6913779377937317,0.4789102101391638,0.00029574475993720135
39,0.5611898032101718,0.691796064376831,0.47939270967909914,0.00029551898947351613
40,0.5586551662647363,0.6923834085464478,0.4777744303500592,0.0002952874741692949
41,0.557285285357273,0.6935132741928101,0.47692670523235264,0.0002950502231643655
42,0.5553923176996636,0.6925166845321655,0.47825774504812607,0.0002948072458249913
43,0.5548772703517567,0.6939441561698914,0.47705959895317496,0.0002945585517435017
