mean_pearsonr,mean_pearsonr_std,mean_r2,mean_rmse,mean_svd_explained_var,n_svd_components,hop
0.35114239290833055,0.13261611714409904,0.10169758725502417,0.9010065297531189,0.03244723007082939,50,3
