protein,mean_pearsonr,std_pearsonr,mean_r2,mean_rmse
MAP2,0.6008972805759556,0.08930281830899135,0.3191616339103212,0.7750330029321779
IDH1,0.5495730466270085,0.08234136652349557,0.2770259700135494,0.8430986550410857
CD44,0.5352454524534771,0.07558194583442486,0.26271818587390455,0.827404348244192
OLIG2,0.5283600266308722,0.053076686516988714,0.2734749729360961,0.8418637776683917
Ki67,0.5255462756608871,0.07950732692430011,0.2588419678075691,0.8249158616752752
TOX,0.5159916221191241,0.11427281925743547,0.1947759391189215,0.7640834313095575
CD23,0.5115279778752342,0.150591746063066,0.17660481842311998,0.8316848656010973
MSH6,0.5089881322384215,0.07277706447936672,0.2520103871913125,0.8504461303965284
CD74,0.5028446871574861,0.0613030910868337,0.2445078268073706,0.8597931506107335
MPO,0.4831925686041216,0.1531130834933913,0.17951474601958745,0.7574057240744148
synd,0.4776815656884775,0.14518347029318507,0.18258464695001062,0.8113417872364399
PDGFR,0.4763033342472157,0.17512420738040183,0.08331321716633497,0.8269946675614339
Granzyme B,0.448649851948256,0.1640364790497664,0.03630253046146181,0.8124950928042527
PSD95,0.4309378524495931,0.1475794001607482,0.14051659630654445,0.8965349083871692
SIRP,0.4304806631673168,0.11544440460625668,0.1441014649515618,0.8858907951400699
C-KIT,0.42597287994805544,0.19320803664548872,0.09243690916476661,0.8313782735280238
CD16,0.4151464095939029,0.08310385854351504,0.13961222162008985,0.8856888969041897
CD14,0.39094907039661597,0.04588238153576651,0.13476832481664394,0.9173813614530397
CD8,0.36524445987759313,0.17401889277177635,0.12741687874118865,0.8625208099862401
FOXP3,0.3457686390756172,0.2115612112558781,0.1026672156882508,0.921494217388455
SYNA,0.341357511707303,0.24615494432744386,0.10873425551538693,0.8768384627698131
CXCL13,0.3366230851634118,0.10455420543884138,0.08808971150668858,0.9278348572254842
HLA-DR,0.33122463897835885,0.07839202687290694,0.10123158385040117,0.93666949483184
HLA-A,0.32955165188461494,0.04947753283475513,0.1018606031912079,0.9414234759324737
Podoplanin,0.32400438626891415,0.12911159224222105,0.01744965192596757,0.9320995360569938
CD31,0.31645918519713423,0.1092862292441439,0.10492244465788099,0.941354393783757
PD-L1,0.30952011627234,0.05813900070334905,0.06858348422300069,0.9513318096356551
FIBR,0.3087086976646841,0.09265344529551657,0.051185373179928925,0.9498824475449517
CXCR5,0.3065013225286332,0.10575044639183136,0.07624703601887121,0.9320455180604021
CD4,0.2930540696385563,0.08620184176384615,0.0689429833481598,0.941644863711231
PD-1,0.280089656246797,0.15548964811608335,0.05178880459955857,0.9357546751003925
MGMT,0.27824077780099765,0.034263813280524615,-0.03924548567652033,0.9780275536145652
CD3e,0.2712900196997211,0.0453497314824983,0.039869129969598086,0.9667237888084503
ICOS,0.2554869345063997,0.2541605327636861,0.04622706823230745,0.9503914504047533
CD20,0.23614865278263295,0.11233534214742676,0.055396464700443016,0.9341789177634461
CD45,0.21455066878757384,0.08678619820936942,0.030833399117564265,0.9728304451992548
CD47,0.20462877642272864,0.16427773570847132,0.024474195103497666,0.955825941127997
CD38,0.1967247703503563,0.10745942321443255,-0.005885057613210276,0.9702626737724918
CD21,0.19139299917177982,0.23198868863809646,-0.002317938992425006,0.9295678364702187
SMA,0.17671597818827245,0.11381068960754756,0.03230854892079218,0.9791592360260672
Granzyme K,0.1662391506823182,0.22328091318881194,-0.11230408475129491,0.9705344768474464
CD68,0.1555200836398742,0.0846768948195221,0.022191949405227996,0.9668548700991921
Vimentin,0.09493311057168136,0.1908592929219294,0.0009009846478147843,0.9822045867808541
GFAP,0.06199724747622902,0.31522192373864755,-0.07914771982839001,0.9933962396267354
