fold,n_train,n_test,alpha,mean_pearson,mean_spearman,mean_r2,mean_rmse,mean_mae
0,132947,33239,0.002,0.3732019977813417,0.251370275720829,0.1471088935028423,0.44157304050116325,0.3217918434264985
1,132947,33239,0.002,0.39464420080184937,0.2431540955074091,0.1620002483779734,0.4219161291674602,0.3083571092310277
2,132946,33240,0.002,0.4314368756657297,0.2636387442337768,0.19978115504438226,0.4298833320499795,0.31327317164025525
3,132958,33228,0.002,0.43083690174601297,0.2815123688459628,0.19527240503918042,0.45305924347145404,0.3233262351290746
4,132946,33240,0.002,0.41935010863976047,0.2621217521204951,0.18678992309353568,0.4316993503363669,0.31575170277871867
